id,student_id,course_id,enrollment_date,grade,attendance_percentage
7ac8c1f0-aed3-461f-b97d-8c0599674799,2544c083-b50d-47fb-b5a7-5e6520085761,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,A,83
3fab0828-596e-45da-a396-2ee090a04704,2f64d8d3-859e-4692-9099-17fc4616f981,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,B,79
e7874acb-4917-4a14-8094-14d24e44543c,2f64d8d3-859e-4692-9099-17fc4616f981,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,C,95
d9a24eae-7d29-475f-bcfa-fa9ea75a3b0a,2f64d8d3-859e-4692-9099-17fc4616f981,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,B+,89
43f42301-e640-45f4-b3a9-af385003f527,2f64d8d3-859e-4692-9099-17fc4616f981,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,B+,77
4523025d-6460-426e-9b88-8844ade15acf,2f64d8d3-859e-4692-9099-17fc4616f981,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,A+,89
7bda1a90-b4a9-48d2-a9eb-804513299ee5,2f64d8d3-859e-4692-9099-17fc4616f981,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,C+,93
b802ad07-2c1c-4dfa-baf3-74df1c816ad7,2f64d8d3-859e-4692-9099-17fc4616f981,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,A+,77
5f3ee2ca-f1cd-4713-aa32-18f276d0b3a8,2f64d8d3-859e-4692-9099-17fc4616f981,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,C+,81
ebec8e7e-2aad-475e-aca9-8dc45d35bdd6,4985e1bc-1309-4309-a2b1-eb10ddaddd6f,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,C+,83
54574aa7-626b-40a8-ad59-804bf8f6fad3,4985e1bc-1309-4309-a2b1-eb10ddaddd6f,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,A,86
175cff6d-c895-4abd-82b2-8f05e82654ee,4985e1bc-1309-4309-a2b1-eb10ddaddd6f,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,A+,82
fb43f9ea-a781-421b-abb6-0911c033b8db,4985e1bc-1309-4309-a2b1-eb10ddaddd6f,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,B+,84
6cb1abdf-0910-410b-b5bc-97adb3a6792a,4985e1bc-1309-4309-a2b1-eb10ddaddd6f,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,A,89
3d11d45d-4108-4509-9e6f-9149cab265db,4985e1bc-1309-4309-a2b1-eb10ddaddd6f,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,,92
ddb0491e-1eb4-476c-850e-46aa10f65262,4985e1bc-1309-4309-a2b1-eb10ddaddd6f,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,C,84
98fd7027-2e2e-44ea-b2ca-38fd9f342466,4985e1bc-1309-4309-a2b1-eb10ddaddd6f,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,C+,95
4e415c4e-d151-40ae-afd0-917246c08361,bd8cc81f-4ba7-410a-8360-9dde4fe80310,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,C+,75
cf3d37cb-c6b2-4d45-93a6-32092c578f8c,bd8cc81f-4ba7-410a-8360-9dde4fe80310,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,C,92
41d141c5-bf08-4985-b7c4-21912779a6f9,bd8cc81f-4ba7-410a-8360-9dde4fe80310,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,B+,78
402ff232-b1e2-4f69-9ad6-6257859305ea,bd8cc81f-4ba7-410a-8360-9dde4fe80310,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,A,83
8fef043e-94d1-4d6c-95ed-dcf1a7093e51,bd8cc81f-4ba7-410a-8360-9dde4fe80310,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,A+,78
4b2ebe06-07f3-4aad-a474-ce36c4e9effd,bd8cc81f-4ba7-410a-8360-9dde4fe80310,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,C,92
8d4598fa-9e62-4c61-a216-b6eea1d730dd,bd8cc81f-4ba7-410a-8360-9dde4fe80310,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,A,83
41cb9821-888c-4570-b7a1-26be65f2bba1,bd8cc81f-4ba7-410a-8360-9dde4fe80310,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,B+,94
eb293717-2fa9-4e39-ae3e-52600541e343,138cb3ca-7da1-4c26-bc37-38f06ecaef3c,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,A,85
8db55c10-9955-4f99-89b4-96f07d1cf9b2,138cb3ca-7da1-4c26-bc37-38f06ecaef3c,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,A,95
3c4d1472-1dec-4e90-9654-d5ef81f527d2,138cb3ca-7da1-4c26-bc37-38f06ecaef3c,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,,83
ad84a680-7161-4add-9ee2-9e02f91415c8,138cb3ca-7da1-4c26-bc37-38f06ecaef3c,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,C+,90
7f10708c-2fa2-4c54-ab06-34e5688b027f,138cb3ca-7da1-4c26-bc37-38f06ecaef3c,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,B+,76
7eda795a-c390-48de-9949-b4959c98936e,138cb3ca-7da1-4c26-bc37-38f06ecaef3c,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,A+,95
74fc3ac7-c9df-47cf-a5f8-b0d72e3c72cf,138cb3ca-7da1-4c26-bc37-38f06ecaef3c,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,B,83
ef446d4d-aa67-4ab4-9137-77f6cf289061,138cb3ca-7da1-4c26-bc37-38f06ecaef3c,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,A+,75
ba274b4a-2e0f-4844-8332-d4b268812e8a,b7605b88-dcb2-49a7-b212-acb22ed8ada2,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,B+,79
92c65692-d5e2-40dc-b4f1-99bf8076a40a,b7605b88-dcb2-49a7-b212-acb22ed8ada2,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,C,83
a4f5b2e3-e2f7-4041-bbba-316d461b44dc,b7605b88-dcb2-49a7-b212-acb22ed8ada2,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,A,89
b52d4c39-9fec-4031-ba8b-fd5d58165dbd,b7605b88-dcb2-49a7-b212-acb22ed8ada2,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,C+,88
04809972-ca53-48ad-b3e7-d392ec1ef9e9,b7605b88-dcb2-49a7-b212-acb22ed8ada2,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,C+,75
ec98dfb2-e3d2-423f-85d8-084578b1cb24,b7605b88-dcb2-49a7-b212-acb22ed8ada2,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,A+,77
7a5d6cd1-dddd-4b1d-92ef-903f7b0f1a3a,b7605b88-dcb2-49a7-b212-acb22ed8ada2,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,C,79
42391947-3b87-424c-9a32-38f3d792d889,b7605b88-dcb2-49a7-b212-acb22ed8ada2,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,C+,76
21526e33-ec26-4157-91b3-22bba052401d,67d852de-86de-40f1-a123-d491e951b7ed,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,,86
baf62b85-5fc1-4fde-91b3-0d081ee3ad25,67d852de-86de-40f1-a123-d491e951b7ed,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,C+,92
5f9b7bc7-1225-4222-972c-a291315fd4c4,67d852de-86de-40f1-a123-d491e951b7ed,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,A,88
340699e8-eaf7-49f7-a77b-f72c34210f80,67d852de-86de-40f1-a123-d491e951b7ed,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,A,76
a20fde48-56a0-4ea0-b9b4-e6378f018899,67d852de-86de-40f1-a123-d491e951b7ed,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,B+,86
735574ee-011f-4b07-b0b0-88c96305ee8c,67d852de-86de-40f1-a123-d491e951b7ed,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,,76
fc95d736-a7aa-4f95-a8c8-6ece4d6ddfc0,67d852de-86de-40f1-a123-d491e951b7ed,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,B+,81
bcef23ec-014a-452d-ba44-feeaab6c3830,67d852de-86de-40f1-a123-d491e951b7ed,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,C,82
46f4bccb-ee13-496b-8942-26761e695841,8ac92c6a-1c2f-4ec6-b277-fcf6e27e3bea,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,C,78
34b8d5e1-5c97-4a9d-a37f-299abb071b5e,8ac92c6a-1c2f-4ec6-b277-fcf6e27e3bea,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,B+,92
1cdc692a-7f7c-4d82-9bab-df375fbd0c25,8ac92c6a-1c2f-4ec6-b277-fcf6e27e3bea,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,,88
da30c04d-59d5-4e88-be4c-de1d3f83d594,8ac92c6a-1c2f-4ec6-b277-fcf6e27e3bea,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,C+,79
62c445af-7207-4f79-b0d0-4de92c4e56eb,8ac92c6a-1c2f-4ec6-b277-fcf6e27e3bea,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,A,80
9b2a287f-7b38-479a-be55-2f3469bd5848,8ac92c6a-1c2f-4ec6-b277-fcf6e27e3bea,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,,80
584c709b-cd8f-4729-a57f-d85ca75905ec,8ac92c6a-1c2f-4ec6-b277-fcf6e27e3bea,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,B,75
d3d0c887-f0bb-48ff-81f2-bb12609c74de,8ac92c6a-1c2f-4ec6-b277-fcf6e27e3bea,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,A,85
7d399b35-280d-406f-99c5-e566d3c889d5,98a4b431-efa0-44f8-af8b-9ef690ba992c,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,,88
1bc019ed-32e4-4eb6-9e01-487f7ce8d256,98a4b431-efa0-44f8-af8b-9ef690ba992c,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,,82
312d9538-f15f-45b4-85c5-196a5fc34029,98a4b431-efa0-44f8-af8b-9ef690ba992c,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,B+,80
d3743a20-e537-4860-822e-c850466ab0f3,98a4b431-efa0-44f8-af8b-9ef690ba992c,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,,78
0aceeeac-02ee-473f-bfd2-9d7dd5b65d4a,98a4b431-efa0-44f8-af8b-9ef690ba992c,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,B,76
095903e1-54aa-4db3-84e9-92c1801c518f,98a4b431-efa0-44f8-af8b-9ef690ba992c,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,,90
78316ad6-24b3-4012-bfaa-751852a03ca9,98a4b431-efa0-44f8-af8b-9ef690ba992c,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,A,81
c08fe4a5-44dc-4703-9b52-0d99f923670a,98a4b431-efa0-44f8-af8b-9ef690ba992c,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,,89
1f6d08a3-29a5-4282-a93d-56d81a90d25c,d870118d-a065-44e5-bbd5-b2480603eabd,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,B+,84
d9dafd50-e81f-4287-8943-3da87540fb28,d870118d-a065-44e5-bbd5-b2480603eabd,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,,82
98f75223-ec82-4987-8883-447bbed6e9a3,d870118d-a065-44e5-bbd5-b2480603eabd,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,A,75
8f064a29-29f6-4442-8003-9c8d538854a2,d870118d-a065-44e5-bbd5-b2480603eabd,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,C,81
e1c8f6ab-33be-475d-893b-4b263858dcf3,d870118d-a065-44e5-bbd5-b2480603eabd,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,B,85
146a99f8-6894-413b-b211-a1b47945a2ea,d870118d-a065-44e5-bbd5-b2480603eabd,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,B+,77
05165f46-cb66-4f03-be37-54a5890f5d68,d870118d-a065-44e5-bbd5-b2480603eabd,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,,83
9c69604d-ad66-42e4-abe8-24b8c4f9618a,d870118d-a065-44e5-bbd5-b2480603eabd,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,B+,95
16ed520f-88e9-4680-b2b6-fa40740aa00c,4fb4967a-832a-4a7d-a00c-620669514c8e,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,C+,87
bfe6c3cf-571d-49a1-92b8-7d39899bf2e8,4fb4967a-832a-4a7d-a00c-620669514c8e,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,C,92
9dfeb3c7-7a88-48cc-b94c-8bea9ef0ae5b,4fb4967a-832a-4a7d-a00c-620669514c8e,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,B+,75
707decdf-f4d6-43b9-9c79-a0e54e0da0e0,4fb4967a-832a-4a7d-a00c-620669514c8e,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,A+,83
48bba678-6424-4314-b1a6-64b3da00a1ae,4fb4967a-832a-4a7d-a00c-620669514c8e,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,A,93
ba7d532e-4b76-4d76-86b8-c1b6c6ad3570,4fb4967a-832a-4a7d-a00c-620669514c8e,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,B+,76
50b28cbb-8171-4fa6-b0ba-e1de38d7a334,4fb4967a-832a-4a7d-a00c-620669514c8e,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,A+,94
d2799a07-f7fb-408a-9cd4-b6e05aca58b2,4fb4967a-832a-4a7d-a00c-620669514c8e,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,B,86
749fd84e-5ce0-4a0d-a6cb-40fff6a67fb3,b1e0d208-2f23-4999-a0a3-ba79886cdaeb,bbefba6f-a13e-4f19-9b23-67c75ac687f3,2024-08-01,C,85
91a12d2b-5fbc-4700-aff1-4c97f6b2e70e,b1e0d208-2f23-4999-a0a3-ba79886cdaeb,0d5d4f29-eb37-4790-a415-90578c6ae8e0,2024-08-01,B,94
29783749-971e-4077-bc84-48b06b09fa83,b1e0d208-2f23-4999-a0a3-ba79886cdaeb,3144d5f3-36e6-4385-bb87-e3cd1f4c51a7,2024-08-01,C+,78
e4eec646-c3ad-46d4-9310-765b9107a172,b1e0d208-2f23-4999-a0a3-ba79886cdaeb,a7887873-39a5-4288-bae6-349e9d25d596,2024-08-01,B,93
73819ce3-5a5e-4274-9aa6-fd143cd47ad7,b1e0d208-2f23-4999-a0a3-ba79886cdaeb,35a6fb08-d06d-4d72-929f-603605ad0a04,2024-08-01,A,83
da106652-ad1c-43fc-9ef3-dcdf3c843b64,b1e0d208-2f23-4999-a0a3-ba79886cdaeb,b20e386c-6e86-4736-9f78-01b8c0d32901,2024-08-01,A+,88
233a216c-12ce-432c-b2c7-4199d0c8b41b,b1e0d208-2f23-4999-a0a3-ba79886cdaeb,fe5c7118-b600-4fe7-af39-6d88e82c6ff5,2024-08-01,A+,91
706259bb-7f93-4299-902f-227a99a4c339,b1e0d208-2f23-4999-a0a3-ba79886cdaeb,9c686095-d2fd-4028-b8f2-82ecbe930630,2024-08-01,,92
ea8d9c14-5c66-42a5-a232-abda28eb8a66,90929fd3-9b4f-408e-9d27-dcdea997fa4a,1305b350-9439-4b02-a606-50bd6806bc03,2024-08-01,C,81
c7003143-708c-4e1d-a804-aea2f6ef4576,90929fd3-9b4f-408e-9d27-dcdea997fa4a,aaeddd56-330d-4c56-90a6-1d6b9db8519f,2024-08-01,B+,88
89d1521f-f8e1-420a-ab5b-b62774f1292e,90929fd3-9b4f-408e-9d27-dcdea997fa4a,92af6b68-32f8-425c-9597-b4ee0394714c,2024-08-01,A+,85
22f581d8-115f-4e72-a0ad-a1a92347a479,90929fd3-9b4f-408e-9d27-dcdea997fa4a,22c62f7c-4a5e-4de6-9363-a1365e5249f0,2024-08-01,C+,85
9f057690-f938-4811-bd45-0bc3aa0fbd4f,90929fd3-9b4f-408e-9d27-dcdea997fa4a,49ac3e65-cec9-4bbc-b132-57b4bf86afb1,2024-08-01,C,78
4c85405d-ec1a-4868-8e07-207bec4767ef,90929fd3-9b4f-408e-9d27-dcdea997fa4a,2b665856-ce4b-4af5-bdc4-c1478e4485b6,2024-08-01,C,84
ed0c31ef-6639-4501-aa8c-4eb5ba2f51f1,db4d22b6-4a7e-4628-a65e-33224acf37da,1305b350-9439-4b02-a606-50bd6806bc03,2024-08-01,C+,84
49d9ee04-917e-4e7a-b597-67cb4b265522,db4d22b6-4a7e-4628-a65e-33224acf37da,aaeddd56-330d-4c56-90a6-1d6b9db8519f,2024-08-01,C,88
45258ad7-f406-4ae6-916d-5005a95d2730,db4d22b6-4a7e-4628-a65e-33224acf37da,92af6b68-32f8-425c-9597-b4ee0394714c,2024-08-01,B+,87
60728e94-df22-48c9-a9c6-6b23ec618b01,db4d22b6-4a7e-4628-a65e-33224acf37da,22c62f7c-4a5e-4de6-9363-a1365e5249f0,2024-08-01,C,84
d9c49196-65b6-49d9-b08b-f451908be749,db4d22b6-4a7e-4628-a65e-33224acf37da,49ac3e65-cec9-4bbc-b132-57b4bf86afb1,2024-08-01,C+,79
5c5e6447-1594-48b0-9e7f-2e2a44ae508d,db4d22b6-4a7e-4628-a65e-33224acf37da,2b665856-ce4b-4af5-bdc4-c1478e4485b6,2024-08-01,A,88
fbfc0053-eb7a-48f0-9f96-3679a3cf4acf,b4b6fac5-dbcc-40b0-881d-9da02d022d06,1305b350-9439-4b02-a606-50bd6806bc03,2024-08-01,C,87
b1d86edb-3747-4424-bd58-5aca36743e48,b4b6fac5-dbcc-40b0-881d-9da02d022d06,aaeddd56-330d-4c56-90a6-1d6b9db8519f,2024-08-01,C,80
3c6da2ca-4ebf-41d6-ab53-349ab44e020b,b4b6fac5-dbcc-40b0-881d-9da02d022d06,92af6b68-32f8-425c-9597-b4ee0394714c,2024-08-01,C+,93
908d668c-8e6e-49fa-9148-49fad8df7e54,b4b6fac5-dbcc-40b0-881d-9da02d022d06,22c62f7c-4a5e-4de6-9363-a1365e5249f0,2024-08-01,B+,87
aba4cb39-cf5f-446e-bd31-441101e508f5,b4b6fac5-dbcc-40b0-881d-9da02d022d06,49ac3e65-cec9-4bbc-b132-57b4bf86afb1,2024-08-01,C+,75
ee17b020-f06e-400f-9ab5-6f606a86adfd,b4b6fac5-dbcc-40b0-881d-9da02d022d06,2b665856-ce4b-4af5-bdc4-c1478e4485b6,2024-08-01,B+,84
5cedac59-0451-4dcf-a565-93f1cbde448e,f1ed88bb-0f80-41f4-a2a3-341408934df7,1305b350-9439-4b02-a606-50bd6806bc03,2024-08-01,A,88
20d389cd-fabc-4e18-a64e-aa7ae27f3b7c,f1ed88bb-0f80-41f4-a2a3-341408934df7,aaeddd56-330d-4c56-90a6-1d6b9db8519f,2024-08-01,,93
7b9aa7a5-4a2b-4c0c-ba07-2d4581497453,f1ed88bb-0f80-41f4-a2a3-341408934df7,92af6b68-32f8-425c-9597-b4ee0394714c,2024-08-01,C+,95
5d747206-9f01-4703-a19f-6d26b9a80df7,f1ed88bb-0f80-41f4-a2a3-341408934df7,22c62f7c-4a5e-4de6-9363-a1365e5249f0,2024-08-01,B+,89
c7d3de2c-c37c-4afb-819b-8e873f54f319,f1ed88bb-0f80-41f4-a2a3-341408934df7,49ac3e65-cec9-4bbc-b132-57b4bf86afb1,2024-08-01,B,89
7bc3a7b3-b4a8-4c1c-af0a-2f12b9226da5,f1ed88bb-0f80-41f4-a2a3-341408934df7,2b665856-ce4b-4af5-bdc4-c1478e4485b6,2024-08-01,C,81
cc8400ca-ff03-4123-a415-fbc5db476b02,40c094be-f51d-4152-82b8-26349ff5c9c9,1305b350-9439-4b02-a606-50bd6806bc03,2024-08-01,C+,90
e7347fcd-1522-4e68-aa79-34d2089437f0,40c094be-f51d-4152-82b8-26349ff5c9c9,aaeddd56-330d-4c56-90a6-1d6b9db8519f,2024-08-01,,80
39fc96b6-6eb0-4e23-bfb5-241343855a67,40c094be-f51d-4152-82b8-26349ff5c9c9,92af6b68-32f8-425c-9597-b4ee0394714c,2024-08-01,C,77
626d6fd7-3f0e-4154-8279-48dd87e6df18,40c094be-f51d-4152-82b8-26349ff5c9c9,22c62f7c-4a5e-4de6-9363-a1365e5249f0,2024-08-01,B+,91
afd5d245-55e7-4177-9533-e5fdf2738549,40c094be-f51d-4152-82b8-26349ff5c9c9,49ac3e65-cec9-4bbc-b132-57b4bf86afb1,2024-08-01,C,95
8755eb3d-277d-4d66-a994-6b7dec10f18d,40c094be-f51d-4152-82b8-26349ff5c9c9,2b665856-ce4b-4af5-bdc4-c1478e4485b6,2024-08-01,C+,85
552965f9-ef39-41bf-910d-8284b150f535,4ab65ab4-900b-4c1c-9e6f-ab3d8b955ed5,1305b350-9439-4b02-a606-50bd6806bc03,2024-08-01,A+,82
93e55bfa-1e8a-4f61-9f9d-5839ed4e6c4e,4ab65ab4-900b-4c1c-9e6f-ab3d8b955ed5,aaeddd56-330d-4c56-90a6-1d6b9db8519f,2024-08-01,C,84
066f0c1a-9ab1-45f2-a0a4-922349423fdb,4ab65ab4-900b-4c1c-9e6f-ab3d8b955ed5,92af6b68-32f8-425c-9597-b4ee0394714c,2024-08-01,A,81
1211f42c-64e8-4e99-b55b-54de69630bbb,4ab65ab4-900b-4c1c-9e6f-ab3d8b955ed5,22c62f7c-4a5e-4de6-9363-a1365e5249f0,2024-08-01,A,75
a1dc36d9-19c8-4ea3-8b21-562b3ec2c6a4,4ab65ab4-900b-4c1c-9e6f-ab3d8b955ed5,49ac3e65-cec9-4bbc-b132-57b4bf86afb1,2024-08-01,A+,82
fcd32258-539a-47df-98d8-79779f52c1c9,4ab65ab4-900b-4c1c-9e6f-ab3d8b955ed5,2b665856-ce4b-4af5-bdc4-c1478e4485b6,2024-08-01,B,94
82abfbce-9ec0-4e8b-919e-1e6d7b6ffc1f,ce6b3028-cb6d-4fc2-9a23-4fecbe4aa151,1305b350-9439-4b02-a606-50bd6806bc03,2024-08-01,,77
